Working Title,Reviewer,Domain,Area,Topic,Cognitive ability,Paper #,Experiment #,Species   (common name),Species         (latin name),Sample size,Publication Year,Peer Reviewed,Full Reference,DOI,Research Kind,Abstract,Notes,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,7,1,Chacma baboon,Papio cynocephalus ursinus,3,2001,Yes,"Fischer, J., Hammerschmidt, K., Cheney, D. L., & Seyfarth, R. M. (2001). Acoustic features of female chacma baboon barks. Ethology, 107(1), 33-54.",10.1111/j.1439-0310.2001.00630.x,observational,"We studied variation in the loud barks of free-ranging female chacma baboons (Papio cynocephalus ursinus) with respect to context, predator type, and individuality over an 18-month period in the Moremi Game Reserve, Botswana. To examine acoustic differences in relation to these variables, we extracted a suite of acoustic parameters from digitized calls and applied discriminant function analyses. The barks constitute a graded continuum, ranging from a tonal, harmonically rich call into a call with a more noisy, harsh structure. Tonal barks are typically given when the signaler is at risk of losing contact with the group or when a mother and infant have become separated (contact barks). The harsher variants are given in response to large predators (alarm barks). However, there are also intermediate forms between the two subtypes which may occur in both situations. This finding is not due to an overlap of individuals' distinct distributions but can be replicated within individuals. Within the alarm bark category, there are significant differences between calls given in response to mammalian carnivores and those given in response to crocodiles. Again, there are intermediate variants. Both alarm call types are equally different from contact barks, indicating that the calls vary along different dimensions. Finally, there are consistent, significant differences among different individuals' calls. However, individual identity in one call type cannot directly be inferred from knowledge of the individuals' call characteristics in the other. In sum, the barks of female baboons potentially provide rich information to the recipients of these signals. The extent to which baboons discriminate between alarm and contact barks, and classify calls according to context and/or acoustic similarity will be described in a subsequent paper.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,8,1,Chacma baboon,Papio cynocephalus ursinus,9,,,"Fischer, J., Metz, M., Cheney, D. L., & Seyfarth, R. M. (2001). Baboon responses to graded bark variants. Animal Behaviour, 61(5), 925-931.","10.1006/anbe.2000.1687,",experimental,"We studied chacma baboons’, Papio cynocephalus ursinus, responses to conspecific ‘barks’ in a free-ranging population in the Okavango Delta of Botswana. These barks grade from tonal, harmonically rich calls to calls having a noisier, harsher structure. Tonal or clear barks are typically given when the signaller is at risk of losing contact with the group or when a mother and infant have become separated (‘contact barks’). The harsher variants are given in response to predators (‘alarm barks’). In both contexts, however, we also observed acoustically intermediate forms. Using the habituation–recovery method we tested whether baboons discriminated between (1) clear contact barks versus harsh alarm barks, and (2) clear contact barks versus intermediate alarm barks. Calls were selected according to the results of a discriminant function analysis conducted on a suite of acoustic parameters. In these experiments, animals showed a significant recovery of response only after playback of the harsh alarm call. We performed another set of experiments using single exemplars of clear and intermediate contact barks, or intermediate and harsh alarm barks. Animals responded only to the playback of a harsh alarm bark. Apparently, only this harsh variant was placed in a category that warranted a response. We hypothesize that baboons’ responses were to a large degree influenced by their assessment of context.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,8,2,Chacma baboon,Papio cynocephalus ursinus,8,2001,Yes,"Fischer, J., Metz, M., Cheney, D. L., & Seyfarth, R. M. (2001). Baboon responses to graded bark variants. Animal Behaviour, 61(5), 925-931.","10.1006/anbe.2000.1687,",experimental,"We studied chacma baboons’, Papio cynocephalus ursinus, responses to conspecific ‘barks’ in a free-ranging population in the Okavango Delta of Botswana. These barks grade from tonal, harmonically rich calls to calls having a noisier, harsher structure. Tonal or clear barks are typically given when the signaller is at risk of losing contact with the group or when a mother and infant have become separated (‘contact barks’). The harsher variants are given in response to predators (‘alarm barks’). In both contexts, however, we also observed acoustically intermediate forms. Using the habituation–recovery method we tested whether baboons discriminated between (1) clear contact barks versus harsh alarm barks, and (2) clear contact barks versus intermediate alarm barks. Calls were selected according to the results of a discriminant function analysis conducted on a suite of acoustic parameters. In these experiments, animals showed a significant recovery of response only after playback of the harsh alarm call. We performed another set of experiments using single exemplars of clear and intermediate contact barks, or intermediate and harsh alarm barks. Animals responded only to the playback of a harsh alarm bark. Apparently, only this harsh variant was placed in a category that warranted a response. We hypothesize that baboons’ responses were to a large degree influenced by their assessment of context.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,9,1,Moustached tamarin,Saguinus mystax,11,2006,Yes,"Kirchhof, J., & Hammerschmidt, K. (2006). Functionally referential alarm calls in tamarins (Saguinus fuscicollis and Saguinus mystax)–evidence from playback experiments. Ethology, 112(4), 346-354.",10.1111/j.1439-0310.2006.01165.x,experimental,"Studies on primate vocalisation have revealed different types of alarm call systems ranging from graded signals based on response urgency to functionally referential alarm calls that elicit predator-specific reactions. In addition, alarm call systems that include both highly specific and other more unspecific calls have been reported. There has been consistent discussion on the possible factors leading to the evolution of different alarm call systems, among which is the need of qualitatively different escape strategies. We studied the alarm calls of free-ranging saddleback and moustached tamarins (Saguinus fuscicollis and Saguinus mystax) in northeast Peru. Both species have predator-specific alarm calls and show specific non-vocal reactions. In response to aerial predators, they look upwards and quickly move downwards, while in response to terrestrial predators, they look downwards and sometimes approach the predator. We conducted playback experiments to test if the predatorspecific reactions could be elicited in the absence of the predator by the tamarins’ alarm calls alone. We found that in response to aerial alarm call playbacks the subjects looked significantly longer upwards, and in response to terrestrial alarm call playbacks they looked significantly longer downwards. Thus, the tamarins reacted as if external referents, i.e. information about the predator type or the appropriate reaction, were encoded in the acoustic features of the calls. In addition, we found no differences in the responses of S. fuscicollis and S. mystax whether the alarm call stimulus was produced by a conspecific or a heterospecific caller. Furthermore, it seems that S. fuscicollis terrestrial alarm calls were less specific than either S. mystax terrestrial predator alarms or either species’ aerial predator alarms, but because of the small sample size it is difficult to draw a final conclusion.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,9,1,Saddleback tamarin,Saguinus fuscicollis,10,2006,Yes,"Kirchhof, J., & Hammerschmidt, K. (2006). Functionally referential alarm calls in tamarins (Saguinus fuscicollis and Saguinus mystax)–evidence from playback experiments. Ethology, 112(4), 346-354.",10.1111/j.1439-0310.2006.01165.x,experimental,"Studies on primate vocalisation have revealed different types of alarm call systems ranging from graded signals based on response urgency to functionally referential alarm calls that elicit predator-specific reactions. In addition, alarm call systems that include both highly specific and other more unspecific calls have been reported. There has been consistent discussion on the possible factors leading to the evolution of different alarm call systems, among which is the need of qualitatively different escape strategies. We studied the alarm calls of free-ranging saddleback and moustached tamarins (Saguinus fuscicollis and Saguinus mystax) in northeast Peru. Both species have predator-specific alarm calls and show specific non-vocal reactions. In response to aerial predators, they look upwards and quickly move downwards, while in response to terrestrial predators, they look downwards and sometimes approach the predator. We conducted playback experiments to test if the predatorspecific reactions could be elicited in the absence of the predator by the tamarins’ alarm calls alone. We found that in response to aerial alarm call playbacks the subjects looked significantly longer upwards, and in response to terrestrial alarm call playbacks they looked significantly longer downwards. Thus, the tamarins reacted as if external referents, i.e. information about the predator type or the appropriate reaction, were encoded in the acoustic features of the calls. In addition, we found no differences in the responses of S. fuscicollis and S. mystax whether the alarm call stimulus was produced by a conspecific or a heterospecific caller. Furthermore, it seems that S. fuscicollis terrestrial alarm calls were less specific than either S. mystax terrestrial predator alarms or either species’ aerial predator alarms, but because of the small sample size it is difficult to draw a final conclusion.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,10,1,lemur,Vuvecia vuriegutu vuriegutu,1 group,1990,Yes,"Macedonia, J. M. (1990). What is communicated in the antipredator calls of lemurs: evidence from playback experiments with ringtailed and ruffed lemurs. Ethology, 86(3), 177-190.",10.1111/j.1439-0310.1990.tb00428.x,experimental,"Two hypotheses of signal specificity in antipredator calls (“referential signalling’’ and “response urgency”) are discussed in light of prior research on ground squirrels and vervet monkeys. These hypotheses then are examined with data on responses of semi-captive ringtailed and ruffed lemurs to antipredator call playbacks. Although the responses of ringtailed lemurs support a referential- signalling interpretation of their antipredator calls, those of ruffed lemurs do not conform well to either hypothesis. Rather, ruffed lemur antipredator calls seem best viewed as “affective” signals that may only reflect underlying cmotional/motivational states.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,10,1,lemur catta,Lemur catta,1 group,1990,Yes,"Macedonia, J. M. (1990). What is communicated in the antipredator calls of lemurs: evidence from playback experiments with ringtailed and ruffed lemurs. Ethology, 86(3), 177-190.",10.1111/j.1439-0310.1990.tb00428.x,experimental,"Two hypotheses of signal specificity in antipredator calls (“referential signalling’’ and “response urgency”) are discussed in light of prior research on ground squirrels and vervet monkeys. These hypotheses then are examined with data on responses of semi-captive ringtailed and ruffed lemurs to antipredator call playbacks. Although the responses of ringtailed lemurs support a referential- signalling interpretation of their antipredator calls, those of ruffed lemurs do not conform well to either hypothesis. Rather, ruffed lemur antipredator calls seem best viewed as “affective” signals that may only reflect underlying cmotional/motivational states.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,11,1,capuchin,Cebus apella nigritus,3 groups,2010,Yes,"Wheeler, B. C. (2010). Production and perception of situationally variable alarm calls in wild tufted capuchin monkeys (Cebus apella nigritus). Behavioral ecology and sociobiology, 64(6), 989-1000.",10.1007/s00265-010-0914-3,experimental,"Many mammalian and avian species produce conspicuous vocalizations upon encountering a predator, but vary their calling based on risk urgency and/or predator type. Calls falling into the latter category are termed “functionally referential” if they also elicit predatorappropriate reactions in listeners. Functionally referential alarm calling has been well documented in a number of Old World monkeys and lemurs, but evidence among Neotropical primates is limited. This study investigates the alarm call system of tufted capuchin monkeys (Cebus apella nigritus) by examining responses to predator and snake decoys encountered at various distances (reflecting differences in risk urgency). Observations in natural situations were conducted to determine if predator-associated calls were given in additional contexts. Results indicate the use of three call types. “Barks” are elicited exclusively by aerial threats, but the call most commonly given to terrestrial threats (the “hiccup”) is given in nonpredatory contexts. The rate in which this latter call is produced reflects risk urgency. Playbacks of these two call types indicate that each elicits appropriate antipredator behaviors. The third call type, the “peep,” seems to be specific to terrestrial threats, but it is unknown if the call elicits predator-specific responses. “Barks” are thus functionally referential aerial predator calls, while “hiccups” are better seen as generalized disturbance calls which reflect risk urgency. Further evidence is needed to draw conclusions regarding the “peep.” These results add to the evidence that functionally referential aerial predator alarm calls are ubiquitous in primates, but that noncatarrhine primates use generalized disturbance calls in response to terrestrial threats.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,11,2,capuchin,Cebus apella nigritus,3 groups,2010,Yes,"Wheeler, B. C. (2010). Production and perception of situationally variable alarm calls in wild tufted capuchin monkeys (Cebus apella nigritus). Behavioral ecology and sociobiology, 64(6), 989-1000.",10.1007/s00265-010-0914-3,experimental,"Many mammalian and avian species produce conspicuous vocalizations upon encountering a predator, but vary their calling based on risk urgency and/or predator type. Calls falling into the latter category are termed “functionally referential” if they also elicit predatorappropriate reactions in listeners. Functionally referential alarm calling has been well documented in a number of Old World monkeys and lemurs, but evidence among Neotropical primates is limited. This study investigates the alarm call system of tufted capuchin monkeys (Cebus apella nigritus) by examining responses to predator and snake decoys encountered at various distances (reflecting differences in risk urgency). Observations in natural situations were conducted to determine if predator-associated calls were given in additional contexts. Results indicate the use of three call types. “Barks” are elicited exclusively by aerial threats, but the call most commonly given to terrestrial threats (the “hiccup”) is given in nonpredatory contexts. The rate in which this latter call is produced reflects risk urgency. Playbacks of these two call types indicate that each elicits appropriate antipredator behaviors. The third call type, the “peep,” seems to be specific to terrestrial threats, but it is unknown if the call elicits predator-specific responses. “Barks” are thus functionally referential aerial predator calls, while “hiccups” are better seen as generalized disturbance calls which reflect risk urgency. Further evidence is needed to draw conclusions regarding the “peep.” These results add to the evidence that functionally referential aerial predator alarm calls are ubiquitous in primates, but that noncatarrhine primates use generalized disturbance calls in response to terrestrial threats.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,12,1,Putty-nosed monkey,Cercopithecus nictitans martini,40 groups,2008,Yes,"Arnold, K., Pohlner, Y., & Zuberbühler, K. (2008). A forest monkey’s alarm call series to predator models. Behavioral Ecology and Sociobiology, 62(4), 549-559.",10.1007/s00265-007-0479-y,experimental,"Some non-human primates produce acoustically distinct alarm calls to different predators, such as eagles or leopards. Recipients respond to these calls as if they have seen the actual predator, which has led to the notion of functionally referential alarm calls. However, in a previous study with free-ranging putty-nosed monkeys (Cercopithecus nictitans martini), we demonstrated that callers produced two acoustically distinct alarm calls to eagle shrieks and leopard growls, but both alarm calls were given to both predators. We can think of two basic explanations for this surprising result, a methodological and theoretical one. Firstly, acoustic predator models may not always be suitable to test alarm call behaviour in primates, sometimes causing uncharacteristic behaviour. Secondly, referential alarm calling may not be a universal feature of primate alarm call systems. Considering the methodological and theoretical importance of these possibilities, we conducted a follow-up study using life-sized leopard, eagle, and human models on the same population and compared the resulting vocal responses to those given to acoustic predator models. We compared the alarm call series given to each of these predator model types and found a considerable degree of consistency suggesting that the mode of presentation did not affect anti-predator calling strategies. However, evidence for audience effects on calling behaviour was inconclusive. While it appears that predator class is reliably encoded by different call series types irrespective of the mode of presentation, observations of these same call series given in non-predatory contexts indicate that predator class is unlikely to be the relevant organising principle underlying the alarm-calling behaviour in this species. We conclude by offering an alternative, non-referential, account of the alarmcalling system exhibited by this species.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,13,1,capuchin,Cebus capucinus,2 groups,2005,Yes,"Fichtel, C., Perry, S., & Gros-Louis, J. (2005). Alarm calls of white-faced capuchin monkeys: an acoustic analysis. Animal behaviour, 70(1), 165-176.",10.1016/j.anbehav.2004.09.020,observational,"Capuchin monkeys (Cebus capucinus) are threatened by several types of predators, including various aerial, arboreal and terrestrial predators. Whenever they encounter one of these threats, capuchin monkeys show different escape strategies and utter one of several types of alarm calls. These alarm calls constitute two acoustic categories, each of which is composed of several subtypes: the first category is composed of alarm calls given in response to aerial predators, humans and other capuchin monkeys, and the second is composed of alarm calls given in response to terrestrial predators and snakes. However, within these two broad categories the different subtypes of alarm calls appeared to show a graded continuum with transitions in between. Therefore, we performed an acoustic analysis to determine whether alarm calls between and within categories are characterized by distinct acoustic features. First, the two broad alarm call categories differed in call structure. Second, alarm calls of the first category, given in response to aerial predators, humans and other monkeys, differed in several acoustic variables and thus may convey contextspecific information about the type of threat to listeners. Third, alarm calls of the second category, given in response to terrestrial predators and snakes, also differed in several acoustic variables; however, variants of these alarm calls are also given in response to caiman as well as during highly aggressive interactions between conspecifics and thus may not convey specific information about the type of predator or the threat to listeners. Capuchin monkey alarm calls may therefore have the potential to be functionally referential, general and/or urgency-based signals. Future research using detailed playback experiments with alarm calls and analyses of listeners’ responses is required.",,
Meaning of general alarm calls in primates,Mélissa Berthet,Social Cognition,Vocalization,Semantics in primates,Semantics,14,1,Diana monkey,Cercopithecus diana,22,2008,Yes,"Stephan, C., & Zuberbühler, K. (2008). Predation increases acoustic complexity in primate alarm calls. Biology Letters, 4(6), 641-644.",10.1098/rsbl.2008.0488,experimental,"According to most accounts, alarm calling in non-human primates is a biologically hardwired behaviour with signallers having little control over the acoustic structure of their calls. In this study, we compared the alarm calling behaviour of two adjacent populations of Diana monkeys at Taı¨ forest (Ivory Coast) and Tiwai Island (Sierra Leone), which differ significantly in predation pressure. At Taı¨, monkeys regularly interact with two major predators, crowned eagles and leopards, while at Tiwai, monkeys are only hunted by crowned eagles. We monitored the alarm call responses of adult male Diana monkeys to acoustic predator models. We found no site-specific differences in the types of calls given to eagles, leopards and general disturbances, but there were consistent differences in how callers assembled calls into sequences. At Tiwai, males responded to leopards and general disturbances in the same way, while at Taı¨, males discriminated by giving call sequences that differed in the number of component calls. Responses to eagles were identical at both sites. We concluded that Diana monkeys are predisposed to use their repertoire in contextspecific ways, but that ontogenetic experience determines how individual calls are assembled into meaningful sequences.",,
Social comparison,Dezecache,Social Cognition,Fairness,Social comparison in non-human primates,social comparison,1,1,Long-tailed macaques,Macaca fascicularis,10,2019,Yes,"Keupp, S., Titchener, R., Bugnyar, T., Mussweiler, T., & Fischer, J. (2019). Competition is crucial for social comparison processes in long-tailed macaques. Biology letters, 15(3), 20180784.",10.1098/rsbl.2018.0784,experimental,"Humans modulate their self-evaluations and behaviour as a function of conspecific presence and performance. In this study, we tested for the presence of human-like social comparison effects in long-tailed macaques(Macaca fascicularis). The monkeys’ task was to extract food from an apparatus by pulling drawers within reach and we measured latency between drawer pulls. Subjects either worked on the task with a partner who could access the apparatus from an adjacent cage, worked in the absence of a conspecific but with food moving towards the partner’s side or worked next to a partner who was denied apparatus access. We further manipulated partner performance and competitiveness of the set-up. We found no indication that long-tailed macaques compare their performance to the performance of conspecifics. They were not affected by the mere presence of the partner but they paid close attention to the partner’s actions when they were consequential for food availability. If social comparison processes are present in long-tailed macaques, the present study suggests they may only manifest in situations involving direct competition and would thus be different from social comparisons in humans, which manifest also in the absence of direct competition, for example in evaluative contexts.",,
Social comparison,Dezecache,Social Cognition,Fairness,Social comparison in non-human primates,social comparison,1,1,Guinea baboons,Papio papio,21,2017,Yes,"Dumas, F., Fagot, J., Davranche, K., & Claidière, N. (2017). Other better versus self better in baboons: an evolutionary approach of social comparison. Proceedings of the Royal Society B: Biological Sciences, 284(1855), 20170248.",10.1098/rspb.2017.0248,experimental,"Comparing oneself with others is an important characteristic of human social life, but the link between human and non-human forms of social comparison remains largely unknown. The present study used a computerized task presented in a social context to explore psychological mechanisms supporting social comparison in baboons and compare major findings with those usually observed in humans. We found that the effects of social comparison on subject's performance were guided both by similarity (same versus different sex) and by task complexity. Comparing oneself with a better-off other (upward comparison) increased performance when the other was similar rather than dissimilar, and a reverse effect was obtained when the self was better (downward comparison). Furthermore, when the other was similar, upward comparison led to a better performance than downward comparison. Interestingly, the beneficial effect of upward comparison on baboons' performance was only observed during simple task. Our results support the hypothesis of shared social comparison mechanisms in human and non-human primates.",,
Social comparison,Dezecache,Social Cognition,Fairness,Social comparison in non-human primates,social comparison,1,1,Long-tailed macaques,Macaca fascicularis,9,2016,Yes,"Schmitt, V., Federspiel, I., Eckert, J., Keupp, S., Tschernek, L., Faraut, L., ... & Mussweiler, T. (2016). Do monkeys compare themselves to others?. Animal cognition, 19(2), 417-428.",10.1007/s10071-015-0943-4,experimental,"Social comparisons are a fundamental characteristic of human behaviour, yet relatively little is known about their evolutionary foundations. Adapting the co-acting paradigm from human research (Seta in J Pers Soc Psychol 42:281–291, 1982. doi: 10.1037//0022-3514.42.2.281), we examined how the performance of a partner influenced subjects’ performance in long-tailed macaques (Macaca fascicularis). Using parallel testing in touch screen setups in which subjects had to discriminate familiar and novel photographs of men and women, we investigated whether accuracy and reaction time were influenced by partner performance and relationship quality (affiliate vs. non-affiliate). Auditory feedback about the alleged performance of the co-actor was provided via playback; partner performance was either moderately or extremely better or worse than subject performance. We predicted that subjects would assimilate to moderately different comparison standards as well as to affiliates and contrast away from extreme standards and non-affiliates. Subjects instantly generalized to novel pictures. While accuracy was not affected by any of the factors, long reaction times occurred more frequently when subjects were tested with a non-affiliate who was performing worse, compared to one who was doing better than them (80 % quantile worse: 5.1, better: 4.3 s). For affiliate co-actors, there was no marked effect (worse: 4.4, better: 4.6 s). In a control condition with no auditory feedback, subjects performed somewhat better in the presence of affiliates (M = 77.8 % correct) compared to non-affiliates (M = 71.1 %), while reaction time was not affected. Apparently, subjects were sensitive to partner identity and performance, yet variation in motivation rather than assimilation and contrast effects may account for the observed effects.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,2,1,orangutan,pongo spp.,7,2009,Yes,"Pitman CA, Shumaker RW. 2009 Does early care affect joint attention in great apes (Pan troglodytes, Pan paniscus, Pongo abelii, Pongo pygmaeus, Gorilla gorilla)? J. Comp. Psychol. 123, 334–341. (doi:10. 1037/a0015840)",doi:10. 1037/a0015840,experimental,"The ability to share attention with another is the foundation on which other theory of mind skills are formed. The quality of care received during infancy has been correlated with increased joint attention in humans. The purpose of this study was to assess the effects of care style (responsive or basic) and caregiver type (ape or human) during the first 6 months on joint attention in 4 great ape species (Pan troglodytes, Gorilla gorilla, Pongo spp., and Pan pansicus). Great apes engaged in joint attention with conspecifics and humans regardless of the style of early care they experienced from either a great ape mother or human caregiver. This finding suggests that joint attention is a robust ability in great apes that is resilient against at least some differences in early care. Future studies using additional measures of early care quality are recommended.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,2,1,bonobo,pan paniscus,3,2009,Yes,"Pitman CA, Shumaker RW. 2009 Does early care affect joint attention in great apes (Pan troglodytes, Pan paniscus, Pongo abelii, Pongo pygmaeus, Gorilla gorilla)? J. Comp. Psychol. 123, 334–341. (doi:10. 1037/a0015840)",doi:10. 1037/a0015840,experimental,"The ability to share attention with another is the foundation on which other theory of mind skills are formed. The quality of care received during infancy has been correlated with increased joint attention in humans. The purpose of this study was to assess the effects of care style (responsive or basic) and caregiver type (ape or human) during the first 6 months on joint attention in 4 great ape species (Pan troglodytes, Gorilla gorilla, Pongo spp., and Pan pansicus). Great apes engaged in joint attention with conspecifics and humans regardless of the style of early care they experienced from either a great ape mother or human caregiver. This finding suggests that joint attention is a robust ability in great apes that is resilient against at least some differences in early care. Future studies using additional measures of early care quality are recommended.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,3,1,African grey parrot,psittacus eithacus,2,1996,Yes,"Pepperberg IM, McLaughlin MA. 1996 Effect of avian-human joint attention on allospecific vocal learning by grey parrots (Psittacus erithacus). J. Comp. Psychol. 110, 286–297. (doi:10.1037/ 0735-7036.110.3.286)",doi:10.1037/ 0735-7036.110.3.286,experimental,"The authors studied whether grey parrots (Psittacus erithacus) would learn referential English vocalizations if training lacked full social interaction with humans. In previous studies, grey parrots learned human vocalizations most readily when training simultaneously demonstrated the meaning (full reference) and function (full contextual applicability) of the utterance and actively engaged the subject in learning (full interaction). Those studies, however, did not contrast effects of limited and full interaction or examine how interaction affects contextual applicability. Because an important factor in child language acquisition is joint attention—the social interaction between caretaker and human infant concerning objects and actions in their environment—the authors contrasted training in which joint attention was present or absent (i.e., full vs. limited interaction) and found that 2 parrots did not learn in the absence of joint attention but did learn English labels when full interaction was present.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,4,1,chimpanzee,pan troglodytes,6,1995,Yes,"Carpenter, M., Tomasello, M., & Savage-Rumbaugh, E. S. (1995). Joint attention and imitative learning in children, chimpanzees and enculturated chimpanzees. Social Development, 4, 217–237.",https://doi.org/10.1111/j.1467-9507.1995.tb00063.x,experimental,"In this study we compared the nature of the joint attentional interactions that occurred as chimpanzees and human children engaged with a human experimenter (E). Subjects were three chimpanzees raised mostly with conspecifics (motherreared), three chimpanzees raised in a human-like cultural environment (enculturated), and six 18-month-old human children. Of particular interest were possible differences between the two groups of chimpanzees that might have resulted from their different ontogenetic histories. Observations were made as subjects participated in an imitative learning task involving a number of novel objects. Variables coded were such things as subjects' looks to the object, looks to E, the coordination of such looks in periods of joint engagement with E, and gestural attempts to direct E's attention or behavior (declaratives and imperatives). Results showed that enculturated chimpanzees were most similar to human children in social interactions involving objects, for example, in their attention to the object in compliance with E's request, their joint attentional interactions during less structured periods, and their use of declarative gestures to direct E's attention to objects. They were not similar to children, but rather resembled their mother-reared conspecifics, in the duration of their looks to E's face. A positive relation between subjects' joint attentional skills and their imitative learning skills was found for both chimpanzee and human subjects. It is concluded that a human-like sociocultural environment is an essential component in the development of human-like social-cognitive and joint attentional skills for chimpanzees, and perhaps for human beings as well",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,5,1,chimpanzee,pan troglodytes,7,1996,Yes,"Povinelli, D. J., & Eddy, T. J. (1996). Chimpanzees: Joint visual attention.Psychological Science, 7, 129–135.",https://doi.org/10.1111/j.1467-9280.1996.tb00345.x,experimental,"Gaze following is a behavior that draws the human infant into perceptual contact with objects or events in the world to which others are attending. One interpretation of the development of this phenomenon is that it signals the emergence of joint or shared attention, which may be critical to the development of theory of mind. An alternative interpretation is that gaze following is a noncognitive mechanism that exploits social stimuli in order to orient the infant (or adult) to important events in the world. We report experimental results that chimpanzees display the effect in response to both movement of the head and eyes in concert and eye movement alone. Additional tests indicate that chimpanzees appear able to (a) project an imaginary line of sight through invisible space and (b) understand how that line of sight can be impeded by solid, opaque objects. This capacity may have arisen because of its reproductive payoffs in the context of social competition with conspecifics, predation avoidance, or both.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,6,1,rhesus macaque,macaca mulatta,2,1997,Yes,"Emery, N. J., Lorincz, E. N., Perrett, D. I., Oram, M. W., & Baker, C. I. (1997). Gaze following and joint attention in rhesus monkeys (Macaca mulatta). Journal of comparative psychology, 111(3), 286.",http://dx.doi.org/10.1037/0735-7036.111.3.286,experimental,"Gaze and attention direction provide important sources of social information for primates. Behavioral studies show that chimpanzees spontaneously follow human gaze direction. By contrast, non-ape species such as macaques fail to follow gaze cues. The authors investigated the reactions of rhesus macaques (Macaca mulatto) to attention cues of conspecifics. Two subjects were presented with videotaped images of a stimulus monkey with its attention directed to 1 of 2 identical objects. Analysis of eye movements revealed that both subjects inspected the target (object or position attended by the stimulus monkey) more often than the distractor (nonattended object or position). These results provide evidence that rhesus monkeys follow gaze and use the attention cues of other monkeys to orient their own attention to objects.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,7,1,Japanese macque,macaca fuscata,4,2003,Yes,"Kumashiro, M., Ishibashi, H., Uchiyama, Y., Itakura, S., Murata, A., & Iriki, A. (2003). Natural imitation induced by joint attention in Japanese monkeys. International Journal of Psychophysiology, 50(1-2), 81-99.",https://doi.org/10.1016/S0167-8760(03)00126-0,experimental,"To examine whether joint attention enables Japanese monkeys to imitate human actions, we presented an oral action and manual actions directed towards targets to three monkeys who had joint attention through communicative eye-gaze and pointing gestures and to one monkey who had incomplete joint attention and who had acquired imperative pointing but not the use of eye-gaze gestures. Two of the monkeys who were already capable of joint attention were also able to imitate naturally, while the monkey who did not previously show joint attention was not able to imitate until acquiring joint attention capacity. We suggest that joint attention induces natural imitation during interaction between different species—in this case, between monkeys and humans—while individuals not showing joint attention but only attention to a target or movement are only able to follow motion. The monkey may be endowed by nature with motion-following capacity. We speculate that motion-following capacity is developed and controlled through joint attention, and is connected with natural imitation.",,
Joint attention in nonhumans,Kirsty Graham,Social Cognition,ToM,Joint attention,Joint Attention,8,1,chimpanzee,pan troglodytes,213,2014,Yes,"Hopkins, W. D., Keebaugh, A. C., Reamer, L. A., Schaeffer, J., Schapiro, S. J., & Young, L. J. (2014). Genetic influences on receptive joint attention in chimpanzees (Pan troglodytes). Scientific reports, 4, 3774.",DOI: 10.1038/srep03774,experimental,"Despite their genetic similarity to humans, our understanding of the role of genes on cognitive traits in chimpanzees remains virtually unexplored. Here, we examined the relationship between genetic variation in the arginine vasopressin V1a receptor gene (AVPR1A) and social cognition in chimpanzees. Studies have shown that chimpanzees are polymorphic for a deletion in a sequence in the 5′ flanking region of the AVPR1A, DupB, which contains the variable RS3 repetitive element, which has been associated with variation in social behavior in humans. Results revealed that performance on the social cognition task was significantly heritable. Furthermore, males with one DupB+ allele performed significantly better and were more responsive to socio-communicative cues than males homozygous for the DupB- deletion. Performance on a non-social cognition task was not associated with the AVPR1A genotype. The collective findings show that AVPR1A polymorphisms are associated with individual differences in performance on a receptive joint attention task in chimpanzees.","neuroscience, genetic",
